ID	Remark	Lv	MaxHP	MaxMP	AttackDamage	AttackPower	DefenseDamage	DefensePower	PenetrateDamage	PenetratePower	BloodDamage	BloodPower	Critical	CriticalDamage	CriticalRes	HPRegen	MPRegen	Ductility	MoveSpeed	CoolingReduction	DamageAdd	DamageDf	MonsterDamageAdd	MonsterDamageDf	MonsterGoldAdd	MonsterExpAdd	ActivityGoldAdd	ActivityExpAdd
11016	战士-小怪16级	16	192	0	8	8	20	20	10	10	0	0	10	201	10	0	0	0	500	0	0	0	0	0	0	0	0	0
11017	战士-小怪17级	17	202	0	8	8	21	21	10	10	0	0	10	211	10	0	0	0	500	0	0	0	0	0	0	0	0	0
11018	战士-小怪18级	18	211	0	8	8	22	22	11	11	0	0	11	221	11	0	0	0	500	0	0	0	0	0	0	0	0	0
11019	战士-小怪19级	19	221	0	9	9	23	23	11	11	0	0	11	232	11	0	0	0	500	0	0	0	0	0	0	0	0	0
11020	战士-小怪20级	20	232	0	9	9	24	24	12	12	0	0	12	243	12	0	0	0	500	0	0	0	0	0	0	0	0	0
11021	战士-小怪21级	21	243	0	10	10	25	25	12	12	0	0	12	254	12	0	0	0	500	0	0	0	0	0	0	0	0	0
11022	战士-小怪22级	22	255	0	10	10	26	26	13	13	0	0	13	266	13	0	0	0	500	0	0	0	0	0	0	0	0	0
11023	战士-小怪23级	23	267	0	11	11	27	27	13	13	0	0	13	279	13	0	0	0	500	0	0	0	0	0	0	0	0	0
11024	战士-小怪24级	24	279	0	11	11	29	29	14	14	0	0	14	292	14	0	0	0	500	0	0	0	0	0	0	0	0	0
11025	战士-小怪25级	25	293	0	12	12	30	30	15	15	0	0	15	306	15	0	0	0	500	0	0	0	0	0	0	0	0	0
11026	战士-小怪26级	26	307	0	12	12	32	32	16	16	0	0	16	320	16	0	0	0	500	0	0	0	0	0	0	0	0	0
11027	战士-小怪27级	27	321	0	13	13	33	33	16	16	0	0	16	336	16	0	0	0	500	0	0	0	0	0	0	0	0	0
11028	战士-小怪28级	28	337	0	14	14	35	35	17	17	0	0	17	352	17	0	0	0	500	0	0	0	0	0	0	0	0	0
11029	战士-小怪29级	29	353	0	14	14	36	36	18	18	0	0	18	368	18	0	0	0	500	0	0	0	0	0	0	0	0	0
11030	战士-小怪30级	30	369	0	15	15	38	38	19	19	0	0	19	386	19	0	0	0	500	0	0	0	0	0	0	0	0	0
11031	战士-小怪31级	31	387	0	16	16	40	40	20	20	0	0	20	404	20	0	0	0	500	0	0	0	0	0	0	0	0	0
11032	战士-小怪32级	32	406	0	16	16	42	42	21	21	0	0	21	423	21	0	0	0	500	0	0	0	0	0	0	0	0	0
11033	战士-小怪33级	33	425	0	17	17	44	44	22	22	0	0	22	444	22	0	0	0	500	0	0	0	0	0	0	0	0	0
11034	战士-小怪34级	34	445	0	18	18	46	46	23	23	0	0	23	465	23	0	0	0	500	0	0	0	0	0	0	0	0	0
11035	战士-小怪35级	35	466	0	19	19	48	48	24	24	0	0	24	487	24	0	0	0	500	0	0	0	0	0	0	0	0	0
11036	战士-小怪36级	36	489	0	20	20	50	50	25	25	0	0	25	510	25	0	0	0	500	0	0	0	0	0	0	0	0	0
11037	战士-小怪37级	37	512	0	21	21	53	53	26	26	0	0	26	534	26	0	0	0	500	0	0	0	0	0	0	0	0	0
11038	战士-小怪38级	38	536	0	22	22	55	55	28	28	0	0	28	560	28	0	0	0	500	0	0	0	0	0	0	0	0	0
11039	战士-小怪39级	39	562	0	23	23	58	58	29	29	0	0	29	586	29	0	0	0	500	0	0	0	0	0	0	0	0	0
11040	战士-小怪40级	40	589	0	24	24	61	61	30	30	0	0	30	614	30	0	0	0	500	0	0	0	0	0	0	0	0	0
11041	战士-小怪41级	41	617	0	25	25	64	64	32	32	0	0	32	643	32	0	0	0	500	0	0	0	0	0	0	0	0	0
11042	战士-小怪42级	42	646	0	26	26	67	67	33	33	0	0	33	674	33	0	0	0	500	0	0	0	0	0	0	0	0	0
11043	战士-小怪43级	43	677	0	28	28	70	70	35	35	0	0	35	706	35	0	0	0	500	0	0	0	0	0	0	0	0	0
11044	战士-小怪44级	44	709	0	29	29	73	73	37	37	0	0	37	740	37	0	0	0	500	0	0	0	0	0	0	0	0	0
11045	战士-小怪45级	45	743	0	30	30	77	77	38	38	0	0	38	775	38	0	0	0	500	0	0	0	0	0	0	0	0	0
11046	战士-小怪46级	46	778	0	32	32	81	81	40	40	0	0	40	812	40	0	0	0	500	0	0	0	0	0	0	0	0	0
11047	战士-小怪47级	47	815	0	34	34	85	85	42	42	0	0	42	850	42	0	0	0	500	0	0	0	0	0	0	0	0	0
11048	战士-小怪48级	48	854	0	35	35	89	89	44	44	0	0	44	891	44	0	0	0	500	0	0	0	0	0	0	0	0	0
11049	战士-小怪49级	49	895	0	37	37	93	93	46	46	0	0	46	933	46	0	0	0	500	0	0	0	0	0	0	0	0	0
11050	战士-小怪50级	50	937	0	39	39	97	97	48	48	0	0	48	977	48	0	0	0	500	0	0	0	0	0	0	0	0	0
11051	战士-小怪51级	51	982	0	40	40	102	102	51	51	0	0	51	1024	51	0	0	0	500	0	0	0	0	0	0	0	0	0
11052	战士-小怪52级	52	1029	0	42	42	107	107	53	53	0	0	53	1073	53	0	0	0	500	0	0	0	0	0	0	0	0	0
11053	战士-小怪53级	53	1078	0	44	44	112	112	56	56	0	0	56	1124	56	0	0	0	500	0	0	0	0	0	0	0	0	0
11054	战士-小怪54级	54	1129	0	47	47	117	117	58	58	0	0	58	1177	58	0	0	0	500	0	0	0	0	0	0	0	0	0
11055	战士-小怪55级	55	1183	0	49	49	123	123	61	61	0	0	61	1233	61	0	0	0	500	0	0	0	0	0	0	0	0	0
11056	战士-小怪56级	56	1239	0	51	51	129	129	64	64	0	0	64	1292	64	0	0	0	500	0	0	0	0	0	0	0	0	0
11057	战士-小怪57级	57	1299	0	54	54	135	135	67	67	0	0	67	1354	67	0	0	0	500	0	0	0	0	0	0	0	0	0
11058	战士-小怪58级	58	1360	0	56	56	141	141	70	70	0	0	70	1418	70	0	0	0	500	0	0	0	0	0	0	0	0	0
11059	战士-小怪59级	59	1425	0	59	59	148	148	74	74	0	0	74	1485	74	0	0	0	500	0	0	0	0	0	0	0	0	0
11060	战士-小怪60级	60	1493	0	62	62	155	155	77	77	0	0	77	1556	77	0	0	0	500	0	0	0	0	0	0	0	0	0
11061	战士-小怪61级	61	1564	0	65	65	163	163	81	81	0	0	81	1630	81	0	0	0	500	0	0	0	0	0	0	0	0	0
11062	战士-小怪62级	62	1639	0	68	68	170	170	85	85	0	0	85	1708	85	0	0	0	500	0	0	0	0	0	0	0	0	0
11063	战士-小怪63级	63	1717	0	71	71	178	178	89	89	0	0	89	1789	89	0	0	0	500	0	0	0	0	0	0	0	0	0
11064	战士-小怪64级	64	1798	0	74	74	187	187	93	93	0	0	93	1874	93	0	0	0	500	0	0	0	0	0	0	0	0	0
11065	战士-小怪65级	65	1884	0	78	78	196	196	98	98	0	0	98	1964	98	0	0	0	500	0	0	0	0	0	0	0	0	0
11066	战士-小怪66级	66	1974	0	82	82	205	205	102	102	0	0	102	2057	102	0	0	0	500	0	0	0	0	0	0	0	0	0
11067	战士-小怪67级	67	2068	0	86	86	215	215	107	107	0	0	107	2155	107	0	0	0	500	0	0	0	0	0	0	0	0	0
11068	战士-小怪68级	68	2166	0	90	90	225	225	112	112	0	0	112	2258	112	0	0	0	500	0	0	0	0	0	0	0	0	0
11069	战士-小怪69级	69	2269	0	94	94	236	236	118	118	0	0	118	2365	118	0	0	0	500	0	0	0	0	0	0	0	0	0
11070	战士-小怪70级	70	2378	0	99	99	247	247	123	123	0	0	123	2478	123	0	0	0	500	0	0	0	0	0	0	0	0	0
11071	战士-小怪71级	71	2491	0	103	103	259	259	129	129	0	0	129	2596	129	0	0	0	500	0	0	0	0	0	0	0	0	0
11072	战士-小怪72级	72	2609	0	108	108	271	271	135	135	0	0	135	2719	135	0	0	0	500	0	0	0	0	0	0	0	0	0
11073	战士-小怪73级	73	2734	0	113	113	284	284	142	142	0	0	142	2849	142	0	0	0	500	0	0	0	0	0	0	0	0	0
11074	战士-小怪74级	74	2864	0	119	119	298	298	149	149	0	0	149	2984	149	0	0	0	500	0	0	0	0	0	0	0	0	0
11075	战士-小怪75级	75	3000	0	125	125	312	312	156	156	0	0	156	3126	156	0	0	0	500	0	0	0	0	0	0	0	0	0
11076	战士-小怪76级	76	3143	0	131	131	327	327	163	163	0	0	163	3275	163	0	0	0	500	0	0	0	0	0	0	0	0	0
11077	战士-小怪77级	77	3293	0	137	137	343	343	171	171	0	0	171	3431	171	0	0	0	500	0	0	0	0	0	0	0	0	0
11078	战士-小怪78级	78	3450	0	143	143	359	359	179	179	0	0	179	3594	179	0	0	0	500	0	0	0	0	0	0	0	0	0
11079	战士-小怪79级	79	3614	0	150	150	376	376	188	188	0	0	188	3765	188	0	0	0	500	0	0	0	0	0	0	0	0	0
11080	战士-小怪80级	80	3786	0	157	157	394	394	197	197	0	0	197	3945	197	0	0	0	500	0	0	0	0	0	0	0	0	0
11081	战士-小怪81级	81	3966	0	165	165	413	413	206	206	0	0	206	4132	206	0	0	0	500	0	0	0	0	0	0	0	0	0
11082	战士-小怪82级	82	4155	0	173	173	432	432	216	216	0	0	216	4329	216	0	0	0	500	0	0	0	0	0	0	0	0	0
11083	战士-小怪83级	83	4353	0	181	181	453	453	226	226	0	0	226	4535	226	0	0	0	500	0	0	0	0	0	0	0	0	0
11084	战士-小怪84级	84	4560	0	190	190	475	475	237	237	0	0	237	4751	237	0	0	0	500	0	0	0	0	0	0	0	0	0
11085	战士-小怪85级	85	4778	0	199	199	497	497	248	248	0	0	248	4978	248	0	0	0	500	0	0	0	0	0	0	0	0	0
11086	战士-小怪86级	86	5005	0	208	208	521	521	260	260	0	0	260	5214	260	0	0	0	500	0	0	0	0	0	0	0	0	0
11087	战士-小怪87级	87	5243	0	218	218	546	546	273	273	0	0	273	5463	273	0	0	0	500	0	0	0	0	0	0	0	0	0
11088	战士-小怪88级	88	5493	0	228	228	572	572	286	286	0	0	286	5723	286	0	0	0	500	0	0	0	0	0	0	0	0	0
11089	战士-小怪89级	89	5755	0	239	239	599	599	299	299	0	0	299	5995	299	0	0	0	500	0	0	0	0	0	0	0	0	0
11090	战士-小怪90级	90	6029	0	251	251	628	628	314	314	0	0	314	6281	314	0	0	0	500	0	0	0	0	0	0	0	0	0
11091	战士-小怪91级	91	6316	0	263	263	657	657	329	329	0	0	329	6580	329	0	0	0	500	0	0	0	0	0	0	0	0	0
11092	战士-小怪92级	92	6616	0	275	275	689	689	344	344	0	0	344	6893	344	0	0	0	500	0	0	0	0	0	0	0	0	0
11093	战士-小怪93级	93	6932	0	288	288	722	722	361	361	0	0	361	7221	361	0	0	0	500	0	0	0	0	0	0	0	0	0
11094	战士-小怪94级	94	7262	0	302	302	756	756	378	378	0	0	378	7565	378	0	0	0	500	0	0	0	0	0	0	0	0	0
11095	战士-小怪95级	95	7607	0	317	317	792	792	396	396	0	0	396	7925	396	0	0	0	500	0	0	0	0	0	0	0	0	0
11096	战士-小怪96级	96	7970	0	332	332	830	830	415	415	0	0	415	8303	415	0	0	0	500	0	0	0	0	0	0	0	0	0
11097	战士-小怪97级	97	8349	0	347	347	869	869	434	434	0	0	434	8698	434	0	0	0	500	0	0	0	0	0	0	0	0	0
11098	战士-小怪98级	98	8747	0	364	364	911	911	455	455	0	0	455	9112	455	0	0	0	500	0	0	0	0	0	0	0	0	0
11099	战士-小怪99级	99	9163	0	381	381	954	954	477	477	0	0	477	9546	477	0	0	0	500	0	0	0	0	0	0	0	0	0
11100	战士-小怪100级	100	9600	0	400	400	1000	1000	500	500	0	0	500	10000	500	0	0	0	500	0	0	0	0	0	0	0	0	0
12001	战士-精英1级	1	480	0	8	8	20	20	10	10	0	0	10	100	10	0	0	0	500	0	0	0	0	0	0	0	0	0
12002	战士-精英2级	2	503	0	8	8	21	21	10	10	0	0	10	105	10	0	0	0	500	0	0	0	0	0	0	0	0	0
12003	战士-精英3级	3	526	0	8	8	22	22	11	11	0	0	11	110	11	0	0	0	500	0	0	0	0	0	0	0	0	0
12004	战士-精英4级	4	552	0	9	9	23	23	11	11	0	0	11	115	11	0	0	0	500	0	0	0	0	0	0	0	0	0
12005	战士-精英5级	5	578	0	9	9	24	24	12	12	0	0	12	121	12	0	0	0	500	0	0	0	0	0	0	0	0	0
12006	战士-精英6级	6	606	0	10	10	25	25	12	12	0	0	12	127	12	0	0	0	500	0	0	0	0	0	0	0	0	0
12007	战士-精英7级	7	634	0	10	10	26	26	13	13	0	0	13	133	13	0	0	0	500	0	0	0	0	0	0	0	0	0
12008	战士-精英8级	8	664	0	11	11	27	27	13	13	0	0	13	139	13	0	0	0	500	0	0	0	0	0	0	0	0	0
12009	战士-精英9级	9	696	0	11	11	29	29	14	14	0	0	14	146	14	0	0	0	500	0	0	0	0	0	0	0	0	0
12010	战士-精英10级	10	729	0	12	12	30	30	15	15	0	0	15	152	15	0	0	0	500	0	0	0	0	0	0	0	0	0
12011	战士-精英11级	11	764	0	12	12	31	31	16	16	0	0	16	160	16	0	0	0	500	0	0	0	0	0	0	0	0	0
12012	战士-精英12级	12	801	0	13	13	33	33	16	16	0	0	16	167	16	0	0	0	500	0	0	0	0	0	0	0	0	0
12013	战士-精英13级	13	838	0	14	14	35	35	17	17	0	0	17	175	17	0	0	0	500	0	0	0	0	0	0	0	0	0
12014	战士-精英14级	14	879	0	14	14	36	36	18	18	0	0	18	184	18	0	0	0	500	0	0	0	0	0	0	0	0	0
12015	战士-精英15级	15	921	0	15	15	38	38	19	19	0	0	19	192	19	0	0	0	500	0	0	0	0	0	0	0	0	0
12016	战士-精英16级	16	964	0	16	16	40	40	20	20	0	0	20	201	20	0	0	0	500	0	0	0	0	0	0	0	0	0
12017	战士-精英17级	17	1010	0	16	16	42	42	21	21	0	0	21	211	21	0	0	0	500	0	0	0	0	0	0	0	0	0
12018	战士-精英18级	18	1059	0	17	17	44	44	22	22	0	0	22	221	22	0	0	0	500	0	0	0	0	0	0	0	0	0
12019	战士-精英19级	19	1109	0	18	18	46	46	23	23	0	0	23	232	23	0	0	0	500	0	0	0	0	0	0	0	0	0
12020	战士-精英20级	20	1162	0	19	19	48	48	24	24	0	0	24	243	24	0	0	0	500	0	0	0	0	0	0	0	0	0
12021	战士-精英21级	21	1217	0	20	20	50	50	25	25	0	0	25	254	25	0	0	0	500	0	0	0	0	0	0	0	0	0
12022	战士-精英22级	22	1275	0	21	21	53	53	26	26	0	0	26	266	26	0	0	0	500	0	0	0	0	0	0	0	0	0
12023	战士-精英23级	23	1336	0	22	22	55	55	27	27	0	0	27	279	27	0	0	0	500	0	0	0	0	0	0	0	0	0
12024	战士-精英24级	24	1399	0	23	23	58	58	29	29	0	0	29	292	29	0	0	0	500	0	0	0	0	0	0	0	0	0
12025	战士-精英25级	25	1466	0	24	24	61	61	30	30	0	0	30	306	30	0	0	0	500	0	0	0	0	0	0	0	0	0
12026	战士-精英26级	26	1536	0	25	25	64	64	32	32	0	0	32	320	32	0	0	0	500	0	0	0	0	0	0	0	0	0
12027	战士-精英27级	27	1609	0	26	26	67	67	33	33	0	0	33	336	33	0	0	0	500	0	0	0	0	0	0	0	0	0
12028	战士-精英28级	28	1685	0	28	28	70	70	35	35	0	0	35	352	35	0	0	0	500	0	0	0	0	0	0	0	0	0
12029	战士-精英29级	29	1765	0	29	29	73	73	36	36	0	0	36	368	36	0	0	0	500	0	0	0	0	0	0	0	0	0
12030	战士-精英30级	30	1849	0	30	30	77	77	38	38	0	0	38	386	38	0	0	0	500	0	0	0	0	0	0	0	0	0
12031	战士-精英31级	31	1938	0	32	32	80	80	40	40	0	0	40	404	40	0	0	0	500	0	0	0	0	0	0	0	0	0
12032	战士-精英32级	32	2030	0	33	33	84	84	42	42	0	0	42	423	42	0	0	0	500	0	0	0	0	0	0	0	0	0
12033	战士-精英33级	33	2127	0	35	35	88	88	44	44	0	0	44	444	44	0	0	0	500	0	0	0	0	0	0	0	0	0
12034	战士-精英34级	34	2228	0	37	37	92	92	46	46	0	0	46	465	46	0	0	0	500	0	0	0	0	0	0	0	0	0
12035	战士-精英35级	35	2334	0	38	38	97	97	48	48	0	0	48	487	48	0	0	0	500	0	0	0	0	0	0	0	0	0
12036	战士-精英36级	36	2445	0	40	40	101	101	51	51	0	0	51	510	51	0	0	0	500	0	0	0	0	0	0	0	0	0
12037	战士-精英37级	37	2562	0	42	42	106	106	53	53	0	0	53	534	53	0	0	0	500	0	0	0	0	0	0	0	0	0
12038	战士-精英38级	38	2683	0	44	44	111	111	56	56	0	0	56	560	56	0	0	0	500	0	0	0	0	0	0	0	0	0
12039	战士-精英39级	39	2811	0	46	46	117	117	58	58	0	0	58	586	58	0	0	0	500	0	0	0	0	0	0	0	0	0
12040	战士-精英40级	40	2945	0	49	49	122	122	61	61	0	0	61	614	61	0	0	0	500	0	0	0	0	0	0	0	0	0
12041	战士-精英41级	41	3085	0	51	51	128	128	64	64	0	0	64	643	64	0	0	0	500	0	0	0	0	0	0	0	0	0
12042	战士-精英42级	42	3232	0	53	53	134	134	67	67	0	0	67	674	67	0	0	0	500	0	0	0	0	0	0	0	0	0
12043	战士-精英43级	43	3386	0	56	56	141	141	70	70	0	0	70	706	70	0	0	0	500	0	0	0	0	0	0	0	0	0
12044	战士-精英44级	44	3547	0	59	59	147	147	74	74	0	0	74	740	74	0	0	0	500	0	0	0	0	0	0	0	0	0
12045	战士-精英45级	45	3717	0	61	61	154	154	77	77	0	0	77	775	77	0	0	0	500	0	0	0	0	0	0	0	0	0
12046	战士-精英46级	46	3893	0	64	64	162	162	81	81	0	0	81	812	81	0	0	0	500	0	0	0	0	0	0	0	0	0
12047	战士-精英47级	47	4078	0	68	68	170	170	85	85	0	0	85	850	85	0	0	0	500	0	0	0	0	0	0	0	0	0
12048	战士-精英48级	48	4273	0	71	71	178	178	89	89	0	0	89	891	89	0	0	0	500	0	0	0	0	0	0	0	0	0
12049	战士-精英49级	49	4476	0	74	74	186	186	93	93	0	0	93	933	93	0	0	0	500	0	0	0	0	0	0	0	0	0
12050	战士-精英50级	50	4689	0	78	78	195	195	97	97	0	0	97	977	97	0	0	0	500	0	0	0	0	0	0	0	0	0
12051	战士-精英51级	51	4913	0	81	81	204	204	102	102	0	0	102	1024	102	0	0	0	500	0	0	0	0	0	0	0	0	0
12052	战士-精英52级	52	5147	0	85	85	214	214	107	107	0	0	107	1073	107	0	0	0	500	0	0	0	0	0	0	0	0	0
12053	战士-精英53级	53	5392	0	89	89	224	224	112	112	0	0	112	1124	112	0	0	0	500	0	0	0	0	0	0	0	0	0
12054	战士-精英54级	54	5649	0	94	94	235	235	117	117	0	0	117	1177	117	0	0	0	500	0	0	0	0	0	0	0	0	0
12055	战士-精英55级	55	5917	0	98	98	246	246	123	123	0	0	123	1233	123	0	0	0	500	0	0	0	0	0	0	0	0	0
12056	战士-精英56级	56	6199	0	103	103	258	258	129	129	0	0	129	1292	129	0	0	0	500	0	0	0	0	0	0	0	0	0
12057	战士-精英57级	57	6495	0	108	108	270	270	135	135	0	0	135	1354	135	0	0	0	500	0	0	0	0	0	0	0	0	0
12058	战士-精英58级	58	6804	0	113	113	283	283	141	141	0	0	141	1418	141	0	0	0	500	0	0	0	0	0	0	0	0	0
12059	战士-精英59级	59	7128	0	118	118	297	297	148	148	0	0	148	1485	148	0	0	0	500	0	0	0	0	0	0	0	0	0
12060	战士-精英60级	60	7467	0	124	124	311	311	155	155	0	0	155	1556	155	0	0	0	500	0	0	0	0	0	0	0	0	0
12061	战士-精英61级	61	7822	0	130	130	326	326	163	163	0	0	163	1630	163	0	0	0	500	0	0	0	0	0	0	0	0	0
12062	战士-精英62级	62	8195	0	136	136	341	341	170	170	0	0	170	1708	170	0	0	0	500	0	0	0	0	0	0	0	0	0
12063	战士-精英63级	63	8586	0	143	143	357	357	178	178	0	0	178	1789	178	0	0	0	500	0	0	0	0	0	0	0	0	0
12064	战士-精英64级	64	8994	0	149	149	374	374	187	187	0	0	187	1874	187	0	0	0	500	0	0	0	0	0	0	0	0	0
12065	战士-精英65级	65	9423	0	157	157	392	392	196	196	0	0	196	1964	196	0	0	0	500	0	0	0	0	0	0	0	0	0
12066	战士-精英66级	66	9871	0	164	164	411	411	205	205	0	0	205	2057	205	0	0	0	500	0	0	0	0	0	0	0	0	0
12067	战士-精英67级	67	10341	0	172	172	430	430	215	215	0	0	215	2155	215	0	0	0	500	0	0	0	0	0	0	0	0	0
12068	战士-精英68级	68	10834	0	180	180	451	451	225	225	0	0	225	2258	225	0	0	0	500	0	0	0	0	0	0	0	0	0
12069	战士-精英69级	69	11349	0	189	189	472	472	236	236	0	0	236	2365	236	0	0	0	500	0	0	0	0	0	0	0	0	0
12070	战士-精英70级	70	11890	0	198	198	495	495	247	247	0	0	247	2478	247	0	0	0	500	0	0	0	0	0	0	0	0	0
12071	战士-精英71级	71	12456	0	207	207	519	519	259	259	0	0	259	2596	259	0	0	0	500	0	0	0	0	0	0	0	0	0
12072	战士-精英72级	72	13049	0	217	217	543	543	271	271	0	0	271	2719	271	0	0	0	500	0	0	0	0	0	0	0	0	0
12073	战士-精英73级	73	13671	0	227	227	569	569	284	284	0	0	284	2849	284	0	0	0	500	0	0	0	0	0	0	0	0	0
12074	战士-精英74级	74	14322	0	238	238	596	596	298	298	0	0	298	2984	298	0	0	0	500	0	0	0	0	0	0	0	0	0
12075	战士-精英75级	75	15003	0	250	250	625	625	312	312	0	0	312	3126	312	0	0	0	500	0	0	0	0	0	0	0	0	0
12076	战士-精英76级	76	15718	0	262	262	655	655	327	327	0	0	327	3275	327	0	0	0	500	0	0	0	0	0	0	0	0	0
12077	战士-精英77级	77	16466	0	274	274	686	686	343	343	0	0	343	3431	343	0	0	0	500	0	0	0	0	0	0	0	0	0
12078	战士-精英78级	78	17250	0	287	287	718	718	359	359	0	0	359	3594	359	0	0	0	500	0	0	0	0	0	0	0	0	0
12079	战士-精英79级	79	18072	0	301	301	753	753	376	376	0	0	376	3765	376	0	0	0	500	0	0	0	0	0	0	0	0	0
12080	战士-精英80级	80	18932	0	315	315	788	788	394	394	0	0	394	3945	394	0	0	0	500	0	0	0	0	0	0	0	0	0
12081	战士-精英81级	81	19833	0	330	330	826	826	413	413	0	0	413	4132	413	0	0	0	500	0	0	0	0	0	0	0	0	0
12082	战士-精英82级	82	20778	0	346	346	865	865	432	432	0	0	432	4329	432	0	0	0	500	0	0	0	0	0	0	0	0	0
12083	战士-精英83级	83	21767	0	362	362	907	907	453	453	0	0	453	4535	453	0	0	0	500	0	0	0	0	0	0	0	0	0
12084	战士-精英84级	84	22804	0	380	380	950	950	475	475	0	0	475	4751	475	0	0	0	500	0	0	0	0	0	0	0	0	0
12085	战士-精英85级	85	23890	0	398	398	995	995	497	497	0	0	497	4978	497	0	0	0	500	0	0	0	0	0	0	0	0	0
12086	战士-精英86级	86	25027	0	417	417	1042	1042	521	521	0	0	521	5214	521	0	0	0	500	0	0	0	0	0	0	0	0	0
12087	战士-精英87级	87	26219	0	437	437	1092	1092	546	546	0	0	546	5463	546	0	0	0	500	0	0	0	0	0	0	0	0	0
12088	战士-精英88级	88	27467	0	457	457	1144	1144	572	572	0	0	572	5723	572	0	0	0	500	0	0	0	0	0	0	0	0	0
12089	战士-精英89级	89	28775	0	479	479	1199	1199	599	599	0	0	599	5995	599	0	0	0	500	0	0	0	0	0	0	0	0	0
12090	战士-精英90级	90	30145	0	502	502	1256	1256	628	628	0	0	628	6281	628	0	0	0	500	0	0	0	0	0	0	0	0	0
12091	战士-精英91级	91	31581	0	526	526	1315	1315	658	658	0	0	658	6580	658	0	0	0	500	0	0	0	0	0	0	0	0	0
12092	战士-精英92级	92	33084	0	551	551	1378	1378	689	689	0	0	689	6893	689	0	0	0	500	0	0	0	0	0	0	0	0	0
12093	战士-精英93级	93	34660	0	577	577	1444	1444	722	722	0	0	722	7221	722	0	0	0	500	0	0	0	0	0	0	0	0	0
12094	战士-精英94级	94	36310	0	605	605	1513	1513	756	756	0	0	756	7565	756	0	0	0	500	0	0	0	0	0	0	0	0	0
12095	战士-精英95级	95	38039	0	634	634	1585	1585	792	792	0	0	792	7925	792	0	0	0	500	0	0	0	0	0	0	0	0	0
12096	战士-精英96级	96	39850	0	664	664	1660	1660	830	830	0	0	830	8303	830	0	0	0	500	0	0	0	0	0	0	0	0	0
12097	战士-精英97级	97	41748	0	695	695	1739	1739	869	869	0	0	869	8698	869	0	0	0	500	0	0	0	0	0	0	0	0	0
12098	战士-精英98级	98	43735	0	728	728	1822	1822	911	911	0	0	911	9112	911	0	0	0	500	0	0	0	0	0	0	0	0	0
12099	战士-精英99级	99	45818	0	763	763	1909	1909	954	954	0	0	954	9546	954	0	0	0	500	0	0	0	0	0	0	0	0	0
12100	战士-精英100级	100	48000	0	800	800	2000	2000	1000	1000	0	0	1000	10000	1000	0	0	0	500	0	0	0	0	0	0	0	0	0
13001	战士-BOSS1级	1	2400	0	16	16	30	30	15	15	0	0	15	100	15	0	0	0	500	0	0	0	0	0	0	0	0	0
13002	战士-BOSS2级	2	2517	0	16	16	31	31	15	15	0	0	15	105	15	0	0	0	500	0	0	0	0	0	0	0	0	0
13003	战士-BOSS3级	3	2634	0	17	17	33	33	16	16	0	0	16	110	16	0	0	0	500	0	0	0	0	0	0	0	0	0
13004	战士-BOSS4级	4	2760	0	18	18	34	34	17	17	0	0	17	115	17	0	0	0	500	0	0	0	0	0	0	0	0	0
13005	战士-BOSS5级	5	2892	0	19	19	36	36	18	18	0	0	18	121	18	0	0	0	500	0	0	0	0	0	0	0	0	0
13006	战士-BOSS6级	6	3030	0	20	20	37	37	19	19	0	0	19	127	19	0	0	0	500	0	0	0	0	0	0	0	0	0
13007	战士-BOSS7级	7	3174	0	21	21	39	39	19	19	0	0	19	133	19	0	0	0	500	0	0	0	0	0	0	0	0	0
13008	战士-BOSS8级	8	3324	0	22	22	41	41	20	20	0	0	20	139	20	0	0	0	500	0	0	0	0	0	0	0	0	0
13009	战士-BOSS9级	9	3483	0	23	23	43	43	21	21	0	0	21	146	21	0	0	0	500	0	0	0	0	0	0	0	0	0
13010	战士-BOSS10级	10	3648	0	24	24	45	45	22	22	0	0	22	152	22	0	0	0	500	0	0	0	0	0	0	0	0	0
13011	战士-BOSS11级	11	3822	0	25	25	47	47	24	24	0	0	24	160	24	0	0	0	500	0	0	0	0	0	0	0	0	0
13012	战士-BOSS12级	12	4005	0	26	26	50	50	25	25	0	0	25	167	25	0	0	0	500	0	0	0	0	0	0	0	0	0
13013	战士-BOSS13级	13	4194	0	28	28	52	52	26	26	0	0	26	175	26	0	0	0	500	0	0	0	0	0	0	0	0	0
13014	战士-BOSS14级	14	4395	0	29	29	55	55	27	27	0	0	27	184	27	0	0	0	500	0	0	0	0	0	0	0	0	0
13015	战士-BOSS15级	15	4605	0	30	30	57	57	28	28	0	0	28	192	28	0	0	0	500	0	0	0	0	0	0	0	0	0
13016	战士-BOSS16级	16	4824	0	32	32	60	60	30	30	0	0	30	201	30	0	0	0	500	0	0	0	0	0	0	0	0	0
13017	战士-BOSS17级	17	5052	0	33	33	63	63	31	31	0	0	31	211	31	0	0	0	500	0	0	0	0	0	0	0	0	0
13018	战士-BOSS18级	18	5295	0	35	35	66	66	33	33	0	0	33	221	33	0	0	0	500	0	0	0	0	0	0	0	0	0
13019	战士-BOSS19级	19	5547	0	37	37	69	69	34	34	0	0	34	232	34	0	0	0	500	0	0	0	0	0	0	0	0	0
13020	战士-BOSS20级	20	5811	0	38	38	72	72	36	36	0	0	36	243	36	0	0	0	500	0	0	0	0	0	0	0	0	0
