ID	Name	ItemTypeText	ItemText	ResId	ItemLevel	Occupation	ItemQuality	ItemType	ItemClassify	Sort	CostTime	UseEffect	Batch	UseCount	Remind	Stackable	Discard	OtherEffect	Sound	Model	QualityEffect	Announcement	Warehouse	bind	NoBindId	Intensify
2230185	50级橙色法师衣服	衣服	道具描述	26	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12230185	0
2240185	50级橙色法师项链	项链	道具描述	36	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12240185	0
2250185	50级橙色法师腰带	腰带	道具描述	76	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12250185	0
2260185	50级橙色法师手镯	手镯	道具描述	66	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12260185	0
2270185	50级橙色法师鞋子	鞋子	道具描述	56	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12270185	0
2280185	50级橙色法师戒指	戒指	道具描述	46	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12280185	0
2210195	50级橙色法师头盔（套装）	头盔	道具描述	6	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12210195	0
2220195	50级橙色法师武器（套装）	武器	道具描述	116	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12220195	0
2230195	50级橙色法师衣服（套装）	衣服	道具描述	26	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12230195	0
2240195	50级橙色法师项链（套装）	项链	道具描述	36	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12240195	0
2250195	50级橙色法师腰带（套装）	腰带	道具描述	76	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12250195	0
2260195	50级橙色法师手镯（套装）	手镯	道具描述	66	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12260195	0
2270195	50级橙色法师鞋子（套装）	鞋子	道具描述	56	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12270195	0
2280195	50级橙色法师戒指（套装）	戒指	道具描述	46	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12280195	0
2210204	60级紫色法师头盔	头盔	道具描述	6	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12210204	0
2220204	60级紫色法师武器	武器	道具描述	116	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12220204	0
2230204	60级紫色法师衣服	衣服	道具描述	26	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12230204	0
2240204	60级紫色法师项链	项链	道具描述	36	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12240204	0
2250204	60级紫色法师腰带	腰带	道具描述	76	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12250204	0
2260204	60级紫色法师手镯	手镯	道具描述	66	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12260204	0
2270204	60级紫色法师鞋子	鞋子	道具描述	56	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12270204	0
2280204	60级紫色法师戒指	戒指	道具描述	46	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12280204	0
2210214	60级紫色法师头盔（套装）	头盔	道具描述	6	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12210214	0
2220214	60级紫色法师武器（套装）	武器	道具描述	116	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12220214	0
2230214	60级紫色法师衣服（套装）	衣服	道具描述	26	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12230214	0
2240214	60级紫色法师项链（套装）	项链	道具描述	36	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12240214	0
2250214	60级紫色法师腰带（套装）	腰带	道具描述	76	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12250214	0
2260214	60级紫色法师手镯（套装）	手镯	道具描述	66	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12260214	0
2270214	60级紫色法师鞋子（套装）	鞋子	道具描述	56	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12270214	0
2280214	60级紫色法师戒指（套装）	戒指	道具描述	46	60	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12280214	0
2210225	60级橙色法师头盔	头盔	道具描述	6	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12210225	0
2220225	60级橙色法师武器	武器	道具描述	116	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12220225	0
2230225	60级橙色法师衣服	衣服	道具描述	26	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12230225	0
2240225	60级橙色法师项链	项链	道具描述	36	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12240225	0
2250225	60级橙色法师腰带	腰带	道具描述	76	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12250225	0
2260225	60级橙色法师手镯	手镯	道具描述	66	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12260225	0
2270225	60级橙色法师鞋子	鞋子	道具描述	56	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12270225	0
2280225	60级橙色法师戒指	戒指	道具描述	46	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12280225	0
2210235	60级橙色法师头盔（套装）	头盔	道具描述	6	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12210235	0
2220235	60级橙色法师武器（套装）	武器	道具描述	116	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12220235	0
2230235	60级橙色法师衣服（套装）	衣服	道具描述	26	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12230235	0
2240235	60级橙色法师项链（套装）	项链	道具描述	36	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12240235	0
2250235	60级橙色法师腰带（套装）	腰带	道具描述	76	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12250235	0
2260235	60级橙色法师手镯（套装）	手镯	道具描述	66	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12260235	0
2270235	60级橙色法师鞋子（套装）	鞋子	道具描述	56	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12270235	0
2280235	60级橙色法师戒指（套装）	戒指	道具描述	46	60	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	12280235	0
3100000	——射手掉落类			toumingditu	1	2	0	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
3110111	1级白色射手头盔	头盔	道具描述	1	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13110111	0
3120111	1级白色射手武器	武器	道具描述	121	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13120111	0
3130111	1级白色射手衣服	衣服	道具描述	21	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13130111	0
3140111	1级白色射手项链	项链	道具描述	31	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13140111	0
3150111	1级白色射手腰带	腰带	道具描述	71	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13150111	0
3160111	1级白色射手手镯	手镯	道具描述	61	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13160111	0
3170111	1级白色射手鞋子	鞋子	道具描述	51	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13170111	0
3180111	1级白色射手戒指	戒指	道具描述	41	1	3	1	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13180111	0
3110112	10级绿色射手头盔	头盔	道具描述	2	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13110112	0
3120112	10级绿色射手武器	武器	道具描述	122	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13120112	0
3130112	10级绿色射手衣服	衣服	道具描述	22	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13130112	0
3140112	10级绿色射手项链	项链	道具描述	32	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13140112	0
3150112	10级绿色射手腰带	腰带	道具描述	72	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13150112	0
3160112	10级绿色射手手镯	手镯	道具描述	62	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13160112	0
3170112	10级绿色射手鞋子	鞋子	道具描述	52	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13170112	0
3180112	10级绿色射手戒指	戒指	道具描述	42	10	3	2	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13180112	0
3110113	20级蓝色射手头盔	头盔	道具描述	3	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13110113	0
3120113	20级蓝色射手武器	武器	道具描述	123	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13120113	0
3130113	20级蓝色射手衣服	衣服	道具描述	23	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13130113	0
3140113	20级蓝色射手项链	项链	道具描述	33	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13140113	0
3150113	20级蓝色射手腰带	腰带	道具描述	73	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13150113	0
3160113	20级蓝色射手手镯	手镯	道具描述	63	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13160113	0
3170113	20级蓝色射手鞋子	鞋子	道具描述	53	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13170113	0
3180113	20级蓝色射手戒指	戒指	道具描述	43	20	3	3	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13180113	0
3110114	30级紫色射手头盔	头盔	道具描述	4	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13110114	0
3120114	30级紫色射手武器	武器	道具描述	124	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13120114	0
3130114	30级紫色射手衣服	衣服	道具描述	24	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13130114	0
3140114	30级紫色射手项链	项链	道具描述	34	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13140114	0
3150114	30级紫色射手腰带	腰带	道具描述	74	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13150114	0
3160114	30级紫色射手手镯	手镯	道具描述	64	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13160114	0
3170114	30级紫色射手鞋子	鞋子	道具描述	54	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13170114	0
3180114	30级紫色射手戒指	戒指	道具描述	44	30	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13180114	0
3110115	30级橙色射手头盔	头盔	道具描述	4	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13110115	0
3120115	30级橙色射手武器	武器	道具描述	124	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13120115	0
3130115	30级橙色射手衣服	衣服	道具描述	24	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13130115	0
3140115	30级橙色射手项链	项链	道具描述	34	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13140115	0
3150115	30级橙色射手腰带	腰带	道具描述	74	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13150115	0
3160115	30级橙色射手手镯	手镯	道具描述	64	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13160115	0
3170115	30级橙色射手鞋子	鞋子	道具描述	54	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13170115	0
3180115	30级橙色射手戒指	戒指	道具描述	44	30	3	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13180115	0
3110124	40级紫色射手头盔	头盔	道具描述	5	40	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13110124	0
3120124	40级紫色射手武器	武器	道具描述	125	40	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13120124	0
3130124	40级紫色射手衣服	衣服	道具描述	25	40	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13130124	0
3140124	40级紫色射手项链	项链	道具描述	35	40	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13140124	0
3150124	40级紫色射手腰带	腰带	道具描述	75	40	3	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	13150124	0
